1	3375
2	3368
3	3372
4	3372
5	3367
6	3369
7	3371
8	3370
9	3369
10	3363
11	3366
12	3363
13	3368
14	3363
15	3364
16	3366
17	3372
18	3366
19	3355
20	3364
21	3364
22	3372
23	3350
24	3369
25	3377
26	3377
27	3376
28	3379
29	3378
30	3381
31	3379
32	3377
33	3379
34	3375
35	3375
36	3376
37	3377
38	3379
39	3379
40	3384
41	3387
42	3389
43	3390
44	3388
45	3390
46	3385
47	3387
48	3350
49	3394
50	3387
51	3382
52	3377
53	3382
54	3384
55	3386
56	3390
57	3382
58	3384
59	3377
60	3381
61	3377
62	3384
63	3385
64	3356
65	3359
66	3360
67	3368
68	3371
69	3366
70	3354
71	3361
72	3359
73	3357
74	3359
75	3356
76	3353
77	3351
78	3349
79	3355
80	3351
81	3355
82	3356
83	3358
84	3354
85	3342
86	3339
87	3345
88	3341
89	3332
90	3334
91	3335
92	3336
93	3297
94	3295
95	3250
96	3288
97	nan
98	nan
99	nan
100	nan
101	nan
102	nan
103	nan
104	nan
105	nan
106	nan
107	nan
108	nan
109	nan
110	nan
111	nan
112	nan
113	nan
114	nan
115	nan
116	nan
117	nan
118	nan
119	nan
120	nan
121	nan
122	nan
123	nan
124	nan
125	nan
126	nan
127	nan
128	nan
129	nan
130	nan
131	nan
132	nan
133	nan
134	nan
135	nan
136	nan
137	nan
138	nan
139	nan
140	nan
141	nan
142	nan
143	nan
144	nan
145	3291
146	3293
147	3289
148	3282
149	3261
150	3259
151	3244
152	3257
153	3254
154	3248
155	3235
156	3222
157	3230
158	3249
159	3224
160	3224
161	3240
162	3247
163	3252
164	3246
165	3251
166	3249
167	3256
168	3256
169	3240
170	3233
171	3228
172	3232
173	3243
174	3240
175	3231
176	3198
177	3193
178	3169
179	3150
180	3141
181	3127
182	3137
183	3150
184	3134
185	3140
186	3151
187	3151
188	3150
189	3150
190	3134
191	3148
192	3114
193	3112
194	3117
195	3134
196	3137
197	3139
198	3155
199	3171
200	3154
201	3143
202	3150
203	3113
204	3113
205	3114
206	3097
207	3102
208	3083
209	3070
210	3066
211	3055
212	3070
213	3084
214	3087
215	3093
216	3088
217	3077
218	3060
219	3051
220	3050
221	3064
222	3076
223	3043
224	3029
225	2974
226	2948
227	2966
228	2950
229	2920
230	2955
231	2947
232	2933
233	2918
234	2928
235	2914
236	2903
237	2934
238	2941
239	2906
240	2873
241	2896
242	2914
243	2942
244	2899
245	2913
246	2962
247	2976
248	2916
249	2916
250	2944
251	2974
252	2975
253	2969
254	2968
255	2965
256	3004
257	2995
258	2990
259	2956
260	2907
261	2940
262	2960
263	2962
264	2982
265	nan
266	nan
267	nan
268	nan
269	nan
270	nan
271	nan
272	nan
273	nan
274	nan
275	nan
276	nan
277	nan
278	nan
279	nan
280	nan
281	nan
282	nan
283	nan
284	nan
285	nan
286	nan
287	nan
288	nan
289	nan
290	nan
291	nan
292	nan
293	nan
294	nan
295	nan
296	nan
297	nan
298	nan
299	nan
300	nan
301	nan
302	nan
303	nan
304	nan
305	nan
306	nan
307	nan
308	nan
309	nan
310	nan
311	nan
312	nan
313	3036
314	3033
315	3023
316	2998
317	3087
318	3070
319	3083
320	3094
321	3072
322	3076
323	3064
324	3053
325	3069
326	3072
327	3085
328	3096
329	3099
330	3075
331	3065
332	3074
333	3056
334	3101
335	3070
336	3048
337	2997
338	3010
339	2998
340	2988
341	3017
342	3014
343	3030
344	3031
345	3035
346	3032
347	3042
348	3049
349	3054
350	3051
351	3059
352	3059
353	3054
354	3038
355	3044
356	3046
357	3076
358	3087
359	3090
360	3126
361	3110
362	3106
363	3100
364	3091
365	3084
366	3089
367	3099
368	3088
369	3086
370	3072
371	3067
372	3048
373	3055
374	3053
375	3050
376	3042
377	3056
378	3053
379	3021
380	3031
381	3019
382	3021
383	3023
384	3025
385	3022
386	2997
387	2979
388	2976
389	2976
390	2974
391	2980
392	2982
393	2893
394	2843
395	2834
396	2829
397	2882
398	2884
399	2879
400	2846
401	2877
402	2855
403	2867
404	2903
405	2839
406	2848
407	2854
408	2835
409	2848
410	2774
411	2818
412	2805
413	2731
414	2703
415	2754
416	2801
417	2766
418	2813
419	2762
420	2806
421	2819
422	2858
423	2881
424	2811
425	2767
426	2720
427	2853
428	2774
429	2860
430	2801
431	2868
432	2896
433	nan
434	nan
435	nan
436	nan
437	nan
438	nan
439	nan
440	nan
441	nan
442	nan
443	nan
444	nan
445	nan
446	nan
447	nan
448	nan
449	nan
450	nan
451	nan
452	nan
453	nan
454	nan
455	nan
456	nan
457	nan
458	nan
459	nan
460	nan
461	nan
462	nan
463	nan
464	nan
465	nan
466	nan
467	nan
468	nan
469	nan
470	nan
471	nan
472	nan
473	nan
474	nan
475	nan
476	nan
477	nan
478	nan
479	nan
480	nan
481	2953
482	2939
483	2940
484	2928
485	2928
486	2928
487	2966
488	2944
489	2940
490	2929
491	2905
492	2967
493	2955
494	2826
495	2808
496	2810
497	2808
498	2814
499	2809
500	2778
501	2765
502	2805
503	2778
504	2735
505	2750
506	2723
507	2720
508	2765
509	2704
510	2804
511	2815
512	2818
513	2824
514	2848
515	2844
516	2810
517	2852
518	2876
519	2876
520	2850
521	2836
522	2819
523	2778
524	2747
525	2776
526	2765
527	2818
528	2878
529	2883
530	2835
531	2825
532	2806
533	2804
534	2810
535	2799
536	2777
537	2777
538	2810
539	2825
540	2812
541	2808
542	2791
543	2762
544	2798
545	2776
546	2772
547	2757
548	2763
549	2727
550	2738
551	2748
552	2765
553	2731
554	2728
555	2624
556	2626
557	2611
558	2658
559	2643
560	2623
561	2608
562	2616
563	2622
564	2601
565	2599
566	2585
567	2571
568	2519
569	2569
570	2532
571	2472
572	2473
573	2478
574	2450
575	2496
576	2460
577	2525
578	2540
579	2599
580	2558
581	2556
582	2572
583	2487
584	2522
585	2497
586	2462
587	2459
588	2439
589	2422
590	2431
591	2443
592	2408
593	2492
594	2509
595	2488
596	2526
597	2516
598	2445
599	2480
600	2540
601	nan
602	nan
603	nan
604	nan
605	nan
606	nan
607	nan
608	nan
609	nan
610	nan
611	nan
612	nan
613	nan
614	nan
615	nan
616	nan
617	nan
618	nan
619	nan
620	nan
621	nan
622	nan
623	nan
624	nan
625	nan
626	nan
627	nan
628	nan
629	nan
630	nan
631	nan
632	nan
633	nan
634	nan
635	nan
636	nan
637	nan
638	nan
639	nan
640	nan
641	nan
642	nan
643	nan
644	nan
645	nan
646	nan
647	nan
648	nan
649	2508
650	2467
651	2448
652	2460
653	2439
654	2463
655	2420
656	2414
657	2398
658	2499
659	2520
660	2529
661	2571
662	2535
663	2576
664	2580
665	2593
666	2558
667	2593
668	2558
669	2534
670	2521
671	2545
672	2585
673	2562
674	2703
675	2695
676	2565
677	2359
678	2500
679	2532
680	2480
681	2462
682	2482
683	2391
684	2410
685	2440
686	2426
687	2451
688	2469
689	2494
690	2508
691	2501
692	2506
693	2492
694	2508
695	2437
696	2407
697	2491
698	2417
699	2450
700	2375
701	2449
702	2503
703	2492
704	2489
705	2503
706	2537
707	2483
708	2450
709	2423
710	2421
711	2421
712	2460
713	2414
714	2410
715	2401
716	2418
717	2394
718	2406
719	2349
720	2311
721	2341
722	2411
723	2417
724	2438
725	2442
726	2401
727	2384
728	2291
729	2279
730	2291
731	2318
732	2361
733	2402
734	2374
735	2360
736	2331
737	2369
738	2305
739	2421
740	2445
741	2404
742	2427
743	2455
